,FXE,EWJ,GLD,QQQ,SPY,SHV,GAF,DBA,USO,XBI,ILF,EPP,FEZ,Mkt_RF,SMB,HML,RF,Portfolio_Excess
2007-08-07,130.737060546875,46.1234130859375,66.4800033569336,42.803871154785156,112.22167205810547,98.83454132080078,47.78596115112305,24.74045753479004,434.8800048828125,17.008607864379883,29.750577926635742,27.366500854492188,37.65488052368164,0.006500000000000001,0.0028000000000000004,-0.0066,0.00018,1116.3902522613525
2007-08-08,131.2503662109375,46.51236343383789,66.7699966430664,43.27345657348633,113.78617095947266,98.85261535644531,48.863746643066406,24.994932174682617,434.1600036621094,17.40623664855957,30.574825286865234,28.141572952270508,38.047916412353516,0.0147,0.012,-0.0076,0.00018,1122.6533029571533
2007-08-09,130.13818359375,45.76686477661133,65.45999908447266,42.272239685058594,110.41426086425781,98.91593170166016,46.96278762817383,24.787582397460938,430.239990234375,17.263092041015625,29.292675018310547,27.16031265258789,36.963897705078125,-0.0274,0.0165,-0.005600000000000001,0.00018,1105.6213173828125
2007-08-10,130.27130126953125,45.11861038208008,66.56999969482422,41.891265869140625,109.8978271484375,98.93401336669922,46.46134567260742,24.86298370361328,429.1199951171875,16.80503273010254,28.710756301879883,26.898773193359375,36.55186080932617,0.0003,0.0,0.0138,0.00018,1102.107865258789
2007-08-13,129.51089477539062,45.18342971801758,66.26000213623047,42.17477798461914,110.29269409179688,98.95207977294922,47.142398834228516,24.910106658935547,430.79998779296875,16.79548454284668,28.65862464904785,27.166044235229492,36.40605163574219,-0.0006,-0.0113,0.0028000000000000004,0.00018,1104.243476828003
2007-08-14,128.80751037597656,45.05378341674805,66.29000091552734,41.45710754394531,108.60676574707031,99.00638580322266,46.35657501220703,24.844133377075195,433.8399963378906,16.79548454284668,27.573707580566406,26.402423858642578,35.87355422973633,-0.0183,-0.0006,-0.0016,0.00018,1100.886928741455
2007-08-15,127.98054504394531,44.30828857421875,66.12999725341797,40.66856002807617,107.1106948852539,99.10588073730469,44.90465545654297,24.62735939025879,441.0400085449219,16.747770309448242,26.205595016479492,25.235973358154297,35.03044509887695,-0.0146,0.0002,0.0,0.00018,1099.0813736968994
2007-08-16,127.68582916259766,44.40552520751953,64.68000030517578,40.26982498168945,107.91570281982422,99.20542907714844,44.11882400512695,24.127838134765625,428.6400146484375,16.79548454284668,25.51801300048828,24.550613403320312,35.08749008178711,0.0031,0.011399999999999999,0.0132,0.00018,1083.0282893707276
2007-08-17,128.42724609375,44.08140182495117,65.01000213623047,41.03181457519531,109.8978271484375,99.24158477783203,44.74747848510742,24.297487258911133,432.239990234375,17.034059524536133,26.68604850769043,25.342880249023438,35.917938232421875,0.0236,-0.0043,0.0042,0.00018,1093.979259048462
2007-08-20,128.41778564453125,43.59520721435547,65.12000274658203,41.22673034667969,109.84465026855469,99.36822509765625,44.702579498291016,24.410585403442383,428.32000732421875,17.174015045166016,26.88330078125,25.96332550048828,35.65169143676758,0.0,0.0019,-0.0034999999999999996,0.00018,1090.6765063079833
2007-08-21,128.2466583251953,44.14622497558594,65.06999969482422,41.6609001159668,110.06489562988281,99.41349029541016,44.58283233642578,24.561384201049805,419.44000244140625,17.27899742126465,26.855131149291992,25.827781677246094,35.56293487548828,0.0015,-0.0003,-0.0002,0.00018,1082.712233139038
2007-08-22,128.9690399169922,44.72966766357422,65.4000015258789,42.22795486450195,111.37112426757812,99.42255401611328,45.7279052734375,25.155155181884766,418.79998779296875,17.269453048706055,28.186607360839844,26.73650360107422,36.37434005737305,0.012,0.0006,-0.0006,0.00018,1090.3822945709228
2007-08-23,129.1497039794922,45.05378341674805,65.30999755859375,42.11277389526367,111.27242279052734,99.41349029541016,46.079654693603516,25.070329666137695,421.20001220703125,17.25354766845703,28.461366653442383,27.299673080444336,36.279258728027344,-0.0023,-0.01,0.0021,0.00018,1093.9458146331788
2007-08-24,130.2142791748047,45.280670166015625,66.11000061035156,42.706390380859375,112.64697265625,99.27774047851562,46.2817268371582,25.192855834960938,429.1199951171875,17.390331268310547,29.29829978942871,27.845670700073242,37.103355407714844,0.0121,0.0013,-0.0026,0.00018,1108.4790884216309
2007-08-27,130.03367614746094,44.924137115478516,65.9800033569336,42.42287826538086,111.59895324707031,99.2325668334961,46.895423889160156,25.079755783081055,434.6400146484375,17.358522415161133,29.278573989868164,27.643310546875,36.76104736328125,-0.0085,-0.0011,-0.0017000000000000001,0.00018,1111.8375636016845
2007-08-28,129.7295379638672,44.502769470214844,65.58999633789062,41.412803649902344,109.14595031738281,99.32299041748047,46.326629638671875,24.966657638549805,432.239990234375,17.110401153564453,27.74983024597168,26.66968536376953,35.75311279296875,-0.0233,-0.0008,-0.0039000000000000003,0.00018,1100.4923552246094
2007-08-29,130.31884765625,44.924137115478516,66.06999969482422,42.6000862121582,111.2875747680664,99.34105682373047,46.790645599365234,25.01378059387207,444.3999938964844,17.336246490478516,28.819250106811523,27.721576690673828,36.77372360229492,0.0213,0.0012,0.0003,0.00018,1121.4197192504882
2007-08-30,129.84356689453125,44.632415771484375,65.80000305175781,42.82159423828125,110.99141693115234,99.40444946289062,47.52409362792969,25.34365463256836,444.0,17.431678771972656,28.865741729736328,27.192764282226562,36.55186080932617,-0.0043,0.0,-0.0046,0.00018,1120.3943402038574
2007-08-31,129.8625946044922,45.60480499267578,66.5199966430664,43.300045013427734,112.08499908447266,99.38638305664062,48.69160842895508,25.1080322265625,446.239990234375,17.71160125732422,29.890066146850586,27.901031494140625,37.109710693359375,0.011200000000000002,0.0005,-0.0004,0.00018,1129.422163876343
2007-09-04,129.73196411132812,45.34550476074219,67.44000244140625,44.017723083496094,113.21651458740234,99.384521484375,49.357688903808594,25.767776489257812,454.0,18.134666442871094,30.4762020111084,28.393577575683594,37.37594985961914,0.0103,-0.0021,0.0003,0.00017,1142.6505917510985
2007-09-05,130.2181854248047,44.47035598754883,67.55999755859375,43.574710845947266,112.23686218261719,99.4299087524414,48.60928726196289,25.748926162719727,458.0799865722656,18.156940460205078,29.87034034729004,27.797941207885742,36.75470733642578,-0.0105,0.0001,-0.0031,0.00017,1142.494650100708
2007-09-06,130.51361083984375,44.502769470214844,68.86000061035156,43.53925704956055,112.49510192871094,99.384521484375,48.863746643066406,25.334228515625,461.0400085449219,18.2269229888916,30.314170837402344,28.34966278076172,36.963897705078125,0.0042,0.0,-0.0021,0.00017,1148.3899993988036
2007-09-07,131.40977478027344,44.275875091552734,69.38999938964844,42.732975006103516,110.93067169189453,99.5025863647461,48.01055908203125,25.447328567504883,462.0799865722656,18.032880783081055,29.5124568939209,27.87239646911621,36.431400299072266,-0.017,-0.0032,0.0023,0.00017,1145.6109909912109
2007-09-10,131.67665100097656,43.88692092895508,69.62000274658203,42.706390380859375,110.71803283691406,99.51164245605469,47.898292541503906,25.334228515625,470.32000732421875,17.94699478149414,29.109487533569336,28.057584762573242,36.49479293823242,-0.0027,-0.0052,-0.0022,0.00017,1153.2709287475586
2007-09-11,132.03890991210938,44.34071731567383,70.5199966430664,43.35317611694336,112.0090103149414,99.5025863647461,49.19304656982422,25.437904357910156,471.67999267578125,18.18557357788086,29.89287567138672,28.874658584594727,37.01460647583008,0.013500000000000002,0.0005,-0.0034999999999999996,0.00017,1162.0535545806883
2007-09-12,132.74436950683594,44.21104431152344,70.45999908447266,43.362060546875,112.29765319824219,99.55708312988281,49.44002151489258,25.796049118041992,480.0,18.118762969970703,30.025325775146484,28.920469284057617,37.06533432006836,-0.0003,-0.0045000000000000005,-0.0019,0.00017,1171.9914727600099
2007-09-13,132.5155792236328,43.88692092895508,70.08000183105469,43.574710845947266,113.08744812011719,99.52069091796875,49.76932144165039,25.598127365112305,481.3599853515625,18.01698112487793,30.466337203979492,29.170562744140625,37.30620574951172,0.0069,-0.0063,0.002,0.00017,1174.3554728485108
2007-09-14,132.4965057373047,44.016578674316406,69.98999786376953,43.610145568847656,113.07984924316406,99.52069091796875,49.45499038696289,25.796049118041992,478.32000732421875,17.966087341308594,30.4762020111084,29.208744049072266,37.13505935668945,0.001,0.0038,-0.0012,0.00017,1171.0745075927734
2007-09-17,132.37252807617188,43.7896842956543,70.97000122070312,43.246891021728516,112.47229766845703,99.54800415039062,48.87123489379883,25.98455047607422,485.3599853515625,17.78158950805664,29.894290924072266,28.56920623779297,36.80543518066406,-0.006,-0.0043,0.0003,0.00017,1175.655699005127
2007-09-18,133.4593048095703,44.243473052978516,71.69999694824219,44.336700439453125,115.783447265625,99.5843276977539,49.230472564697266,26.107074737548828,496.3999938964844,18.2810001373291,31.84290885925293,29.72801399230957,38.42826843261719,0.0288,0.0059,0.0039000000000000003,0.00017,1199.1635828338622
2007-09-19,133.33541870117188,44.72966766357422,71.43000030517578,44.45187759399414,116.4669189453125,99.64789581298828,50.63748550415039,26.29557228088379,494.55999755859375,18.27463150024414,32.020442962646484,30.115556716918945,38.67549133300781,0.0059,0.0058,0.0024,0.00017,1200.655056878662
2007-09-20,134.441162109375,44.56760025024414,72.72000122070312,44.32782745361328,115.64675903320312,99.64789581298828,50.30817794799805,26.974166870117188,501.20001220703125,18.169662475585938,31.795005798339844,30.0391902923584,38.852989196777344,-0.006500000000000001,-0.0016,-0.0037,0.00017,1208.678650668335
2007-09-21,134.6318359375,44.66482925415039,72.33999633789062,44.6434326171875,115.95884704589844,99.67515563964844,50.74225997924805,27.115541458129883,497.1199951171875,18.246007919311523,32.19514465332031,30.258737564086914,39.08345031738281,0.0043,-0.0022,-0.0028000000000000004,0.00017,1206.6745338409423
2007-09-24,134.5555877685547,44.826904296875,72.27999877929688,44.847312927246094,115.74518585205078,99.68418884277344,50.79465103149414,27.17209243774414,494.55999755859375,18.35416030883789,32.64603805541992,30.66345977783203,38.83515930175781,-0.005600000000000001,-0.0038,-0.0062,0.00017,1204.9491369384766
2007-09-25,135.16571044921875,45.0861930847168,72.33000183105469,45.27281188964844,115.51628112792969,99.71141815185547,50.92936706542969,27.106117248535156,488.55999755859375,18.357336044311523,32.7178840637207,30.993722915649414,38.905189514160156,-0.0003,-0.0029,-0.004,0.00017,1200.6448309448242
2007-09-26,135.03219604492188,45.47515106201172,72.0,45.49445724487305,116.12672424316406,99.73870086669922,51.2137565612793,27.388864517211914,493.6000061035156,18.567285537719727,33.392784118652344,31.291547775268555,39.10253143310547,0.006,0.0018,-0.002,0.00017,1208.4298055084228
2007-09-27,135.2801513671875,46.51236343383789,72.69999694824219,45.724937438964844,116.81343078613281,99.74772644042969,51.99958801269531,28.227685928344727,507.5199890136719,18.503665924072266,33.97610092163086,31.568355560302734,39.4718017578125,0.0043,0.0019,-0.0004,0.00017,1228.051593533325
2007-09-28,136.3477325439453,46.479949951171875,73.51000213623047,45.5742301940918,116.42427062988281,99.71141815185547,51.565513610839844,27.80356216430664,500.3999938964844,18.465496063232422,34.02682113647461,31.747800827026367,39.65005874633789,-0.0037,-0.0054,0.0003,0.00017,1221.6980500518798
2007-10-01,136.15846252441406,46.9985466003418,73.9000015258789,46.09727096557617,117.73666381835938,99.73424530029297,52.493526458740234,27.662189483642578,492.7200012207031,18.688167572021484,35.393531799316406,32.43506622314453,40.02566909790039,0.0137,0.008100000000000001,0.0006,0.00014,1220.0657425903319
2007-10-02,135.03042602539062,46.868900299072266,72.3499984741211,46.10612106323242,117.57650756835938,99.74332427978516,52.643218994140625,26.578319549560547,493.0400085449219,18.624536514282227,35.372406005859375,32.293792724609375,39.80287170410156,0.0011,0.0066,0.0019,0.00014,1216.0400317474364
2007-10-03,134.7532501220703,46.90131378173828,71.9000015258789,45.7869873046875,117.33991241455078,99.78889465332031,53.15213394165039,26.738544464111328,490.32000732421875,18.94581413269043,33.77461624145508,31.7955322265625,39.541831970214844,-0.0048,-0.0021,-0.0012,0.00014,1210.7307401031494
2007-10-04,135.25027465820312,46.868900299072266,72.87000274658203,45.89336395263672,117.52310943603516,99.78889465332031,53.33924102783203,26.681997299194336,500.8800048828125,18.87265396118164,34.02682113647461,31.96734619140625,39.68824768066406,0.0018,-0.0005,0.001,0.00014,1223.6531579254151
2007-10-05,135.2790069580078,47.484745025634766,73.4000015258789,46.82417297363281,118.91943359375,99.76155090332031,54.29721450805664,26.785669326782227,498.239990234375,19.162126541137695,35.463985443115234,32.755802154541016,39.981109619140625,0.011000000000000001,0.0067,-0.0008,0.00014,1228.3717088073731
2007-10-08,134.3612518310547,47.225440979003906,72.52999877929688,47.11671829223633,118.28607940673828,99.74332427978516,53.51137924194336,26.182472229003906,486.0799865722656,19.162126541137695,35.463985443115234,32.21553039550781,39.567298889160156,-0.0027,-0.0019,-0.0032,0.00014,1211.4377928802492
2007-10-09,135.05908203125,47.09578323364258,73.08999633789062,47.32060623168945,119.4001235961914,99.77978515625,54.51425552368164,26.578319549560547,491.20001220703125,19.152578353881836,36.034629821777344,33.103240966796875,39.93019104003906,0.0078000000000000005,-0.002,-0.0022,0.00014,1222.2622040496826
2007-10-10,135.42236328125,46.9985466003418,73.36000061035156,47.43584060668945,119.2017593383789,99.81627655029297,53.750858306884766,26.738544464111328,499.20001220703125,19.24482536315918,36.04730224609375,32.950523376464844,39.81559753417969,-0.0013,0.0001,-0.0040999999999999995,0.00014,1229.9771504852295
2007-10-11,135.8047332763672,47.06338119506836,73.91000366210938,46.68232727050781,118.62943267822266,99.8253173828125,53.885581970214844,26.955318450927734,508.7200012207031,19.003070831298828,35.67815017700195,33.103240966796875,40.03841018676758,-0.0058,-0.006500000000000001,0.0052,0.00014,1239.2918692687988
2007-10-12,136.0342254638672,47.06338119506836,74.58999633789062,47.45357894897461,119.28569793701172,99.77069854736328,54.701351165771484,27.12496566772461,512.0,19.11759376525879,36.52354049682617,33.51942443847656,40.17210388183594,0.0051,0.0013,-0.0034999999999999996,0.00014,1247.3594578460693
2007-10-15,136.0437774658203,46.51236343383789,75.13999938964844,47.090110778808594,118.2784423828125,99.77069854736328,54.14752197265625,27.370014190673828,527.1199951171875,19.19075584411621,35.928955078125,32.885616302490234,39.911094665527344,-0.0089,-0.0042,-0.0017000000000000001,0.00014,1259.3745451690675
2007-10-16,135.66140747070312,45.66963577270508,75.12000274658203,46.86848449707031,117.33991241455078,99.8253173828125,53.503883361816406,27.370014190673828,535.8400268554688,19.11122703552246,35.3132209777832,32.11052703857422,39.58003616333008,-0.0067,-0.0005,-0.003,0.00014,1263.3034959075926
2007-10-17,136.02462768554688,45.73445510864258,74.5,47.47130584716797,117.69857025146484,99.8800277709961,53.91551971435547,27.266342163085938,533.0399780273438,19.209835052490234,35.88668441772461,32.59733200073242,40.03205490112305,0.0022,-0.0017000000000000001,-0.0021,0.00014,1263.2551329406738
2007-10-18,136.9901885986328,45.92893600463867,76.0,47.67519760131836,117.27130126953125,99.9620132446289,54.51425552368164,27.671613693237305,545.3599853515625,19.06351661682129,36.437591552734375,32.950523376464844,40.267601013183594,-0.001,0.0013,-0.0042,0.00014,1280.0888238464356
2007-10-19,136.9614715576172,45.02138137817383,75.69999694824219,46.4873161315918,114.20384216308594,99.99848175048828,53.750858306884766,27.87896156311035,537.1199951171875,18.665891647338867,34.632686614990234,31.84136199951172,39.63095474243164,-0.0245,-0.0048,0.0001,0.00014,1261.8639999206544
2007-10-22,135.71871948242188,45.280670166015625,74.5999984741211,47.04579162597656,114.86770629882812,99.9620132446289,53.25690841674805,27.728164672851562,532.3200073242188,18.723148345947266,34.80176544189453,31.929166793823242,39.376312255859375,0.004699999999999999,0.0089,0.0005,0.00014,1255.6244725433348
2007-10-23,136.62684631347656,45.41032028198242,75.2300033569336,48.02979278564453,115.7986068725586,99.99848175048828,55.180328369140625,27.322891235351562,526.6400146484375,18.9871768951416,35.64714813232422,32.7004280090332,39.93019104003906,0.0085,0.0008,-0.006,0.00014,1257.5055296905516
2007-10-24,136.72247314453125,45.215850830078125,75.5199966430664,47.666343688964844,115.58490753173828,100.06222534179688,54.7163200378418,26.945894241333008,543.8400268554688,18.894922256469727,35.430179595947266,32.58016586303711,39.81559753417969,-0.0033,-0.0046,-0.0021,0.00014,1272.9849035644531
2007-10-25,137.25782775878906,45.05378341674805,76.02999877929688,47.02806091308594,115.8596420288086,100.0896224975586,55.5620231628418,27.426565170288086,560.9600219726562,18.87265396118164,35.64714813232422,32.87607192993164,40.082984924316406,-0.0019,-0.0031,-0.0007000000000000001,0.00014,1292.7407046478272
2007-10-26,138.01307678222656,45.83169174194336,77.69000244140625,47.808170318603516,117.21782684326172,100.0896224975586,56.984004974365234,27.596216201782227,569.3599853515625,19.209835052490234,36.84760665893555,33.97950744628906,40.770545959472656,0.0138,0.0025,0.0036,0.00014,1311.4179922698975
2007-10-29,138.32852172851562,46.44752883911133,78.12000274658203,48.00320816040039,117.60702514648438,100.0896224975586,57.55278778076172,28.09573745727539,580.0,19.19392967224121,37.57040786743164,34.525508880615234,41.037933349609375,0.004,-0.0026,-0.0055000000000000005,0.00014,1326.5681141265868
2007-10-30,138.4528045654297,46.220638275146484,77.3499984741211,48.100711822509766,116.79053497314453,100.10781860351562,56.909156799316406,27.586790084838867,556.3200073242188,19.11122703552246,36.93495178222656,34.00050735473633,40.891517639160156,-0.0064,0.0006,0.0016,0.00014,1298.7724647338869
2007-10-31,138.72999572753906,46.544769287109375,78.62000274658203,48.7833137512207,118.00374603271484,100.09872436523438,57.11122131347656,27.586790084838867,586.1599731445312,19.276641845703125,37.60280990600586,34.71259307861328,41.44539260864258,0.0123,0.0002,-0.0012,0.00014,1334.687273892212
2007-11-01,138.50662231445312,45.96134567260742,77.93000030517578,47.87022399902344,115.2415771484375,100.17369842529297,55.8763542175293,27.332317352294922,577.3599853515625,19.082599639892578,36.595401763916016,33.38959884643555,40.2994270324707,-0.026600000000000002,-0.0088,-0.0042,0.00016,1315.5795520690917
2007-11-02,139.23524475097656,45.83169174194336,79.83000183105469,48.24256134033203,115.37128448486328,100.19196319580078,55.83144760131836,27.794137954711914,594.7999877929688,19.337078094482422,36.534812927246094,33.6893310546875,40.815120697021484,0.0008,0.002,-0.0088,0.00016,1337.4986634674074
2007-11-05,138.92843627929688,45.05378341674805,79.75,47.932289123535156,114.49385070800781,100.228515625,55.771575927734375,27.681039810180664,588.3200073242188,19.187572479248047,35.69927978515625,32.7004280090332,40.4649658203125,-0.0059,-0.0032,-0.0003,0.00016,1326.2023443084718
2007-11-06,139.78170776367188,45.5723991394043,81.43000030517578,48.4730224609375,116.0351333618164,100.2376708984375,57.79228210449219,28.548131942749023,602.719970703125,19.292543411254883,36.864505767822266,33.56333923339844,41.04430389404297,0.011899999999999999,0.0002,-0.0018,0.00016,1351.365310986328
2007-11-07,140.42396545410156,44.72966766357422,82.23999786376953,47.294010162353516,112.86088562011719,100.31083679199219,56.692108154296875,28.105159759521484,595.8400268554688,18.95854377746582,35.463985443115234,32.862701416015625,40.55409622192383,-0.0277,-0.0005,-0.005,0.00016,1336.302785183716
2007-11-08,140.89369201660156,44.016578674316406,82.2300033569336,45.85789489746094,112.28861236572266,100.37479400634766,56.78193664550781,28.227685928344727,592.6400146484375,18.93309211730957,36.43477249145508,32.860801696777344,40.84056854248047,-0.0005,0.0054,0.011699999999999999,0.00016,1332.3970473876952
2007-11-09,140.7882537841797,43.43313980102539,82.18000030517578,44.324275970458984,110.74730682373047,100.4388427734375,56.175716400146484,28.152284622192383,598.1599731445312,18.61499786376953,35.52739715576172,32.10097885131836,39.8792610168457,-0.0146,0.0021,0.0086,0.00016,1330.5185285125733
2007-11-12,139.5132293701172,43.46556091308594,78.30000305175781,43.19844436645508,109.64852905273438,100.42969512939453,54.36455535888672,27.690460205078125,582.1599731445312,18.583194732666016,33.04054260253906,30.774179458618164,39.35719680786133,-0.0108,0.0038,0.0031,0.00016,1300.5216641937254
2007-11-13,140.17471313476562,44.21104431152344,79.12000274658203,44.980281829833984,112.9906005859375,100.38400268554688,55.83144760131836,27.699888229370117,567.4400024414062,18.92037010192871,35.590797424316406,32.396888732910156,40.43312454223633,0.0281,-0.0048,0.001,0.00016,1300.1974643676758
2007-11-14,140.6636505126953,44.34071731567383,80.27999877929688,44.40406799316406,112.67777252197266,100.4480209350586,56.13081359863281,28.189983367919922,580.7999877929688,18.917184829711914,35.88668441772461,32.26326370239258,40.28668975830078,-0.0063,-0.0018,-0.0024,0.00016,1315.2783355255128
2007-11-15,140.54859924316406,43.95175552368164,77.94999694824219,44.16472244262695,111.052490234375,100.51197814941406,55.27762985229492,27.76586151123047,578.4000244140625,18.77086639404297,34.99479293823242,31.373626708984375,39.643680572509766,-0.0125,0.0003,-0.0007000000000000001,0.00016,1304.3931249328614
2007-11-16,140.6636505126953,43.62761306762695,77.75,44.5724983215332,111.24327087402344,100.52117156982422,54.43193054199219,28.04861068725586,591.2000122070312,18.828123092651367,35.97122573852539,31.44234848022461,40.0575065612793,0.0040999999999999995,-0.0062,-0.0068000000000000005,0.00016,1318.349061654663
2007-11-19,140.9800262451172,42.88212966918945,77.23999786376953,44.05832290649414,109.69429016113281,100.58515167236328,53.31679153442383,27.992063522338867,595.9199829101562,18.63408088684082,34.421329498291016,30.58327293395996,39.1853141784668,-0.0181,-0.0029,-0.0034999999999999996,0.00016,1315.468253982544
2007-11-20,142.40843200683594,44.016578674316406,79.47000122070312,44.23563003540039,110.36577606201172,100.61260986328125,55.0530891418457,28.359634399414062,618.719970703125,18.580005645751953,34.999027252197266,31.289630889892578,40.10845184326172,0.0031,-0.0059,-0.0011,0.00016,1348.2149377380372
2007-11-21,142.6864013671875,43.23867416381836,79.36000061035156,43.71261215209961,108.10719299316406,100.63090515136719,53.33176040649414,28.755483627319336,611.52001953125,18.40505599975586,33.36460876464844,29.8807373046875,39.522735595703125,-0.0154,0.0042,0.0003,0.00016,1332.5052876678467
2007-11-23,142.4275665283203,44.21104431152344,81.25,44.18244934082031,109.97662353515625,100.64910125732422,54.19990539550781,28.97225570678711,614.0800170898438,18.61499786376953,33.6041374206543,30.564184188842773,40.2548713684082,0.0159,0.0018,0.0023,0.00016,1343.007154006958
2007-11-26,143.06028747558594,44.21104431152344,81.30000305175781,43.42007827758789,107.55017852783203,100.68573760986328,51.490665435791016,28.548131942749023,610.0,18.443222045898438,31.99789047241211,29.87692642211914,39.369937896728516,-0.0209,-0.0009,-0.005699999999999999,0.00016,1329.9266034698487
2007-11-27,142.60972595214844,44.924137115478516,80.0999984741211,44.288814544677734,108.7862548828125,100.65827178955078,52.57585906982422,28.821456909179688,594.4000244140625,18.789953231811523,32.58966064453125,30.66918182373047,40.01294708251953,0.0131,-0.005600000000000001,-0.0019,0.00016,1319.2318859344482
2007-11-28,142.5138397216797,45.34550476074219,79.56999969482422,45.636287689208984,112.26576232910156,100.66741180419922,53.9679069519043,28.97225570678711,574.4000244140625,19.095325469970703,34.92153549194336,31.747800827026367,41.286231994628906,0.028999999999999998,0.0033,-0.0021,0.00016,1310.4200868560793
2007-11-29,141.7468719482422,45.50757598876953,78.27999877929688,45.83130645751953,112.30388641357422,100.69482421875,54.31966018676758,29.019378662109375,573.1199951171875,19.324352264404297,35.00606155395508,31.6160831451416,40.770545959472656,0.0001,-0.0051,-0.0031,0.00016,1307.5324406951904
2007-11-30,140.69236755371094,45.60480499267578,77.31999969482422,45.48558807373047,113.43318176269531,100.70401000976562,54.3046989440918,28.887432098388672,559.280029296875,19.31481170654297,35.52739715576172,31.97499656677246,40.929710388183594,0.006999999999999999,-0.006,0.0088,0.00016,1293.4688282440186
2007-12-03,141.05770874023438,45.66963577270508,78.27999877929688,45.10438919067383,112.6853256225586,100.72418212890625,54.244815826416016,29.08535385131836,565.5999755859375,19.13349723815918,35.50625991821289,31.747800827026367,40.808746337890625,-0.006,-0.0058,0.002,0.00014,1299.637889819336
2007-12-04,141.98060607910156,45.18342971801758,79.4000015258789,44.918212890625,111.67815399169922,100.751708984375,54.244815826416016,29.58487319946289,555.2000122070312,18.923551559448242,34.59041976928711,31.51872444152832,40.8023796081543,-0.0060999999999999995,-0.0015,-0.0018,0.00014,1288.7674898010255
2007-12-05,140.5482177734375,46.02616882324219,78.62999725341797,45.724937438964844,113.54761505126953,100.751708984375,55.29258728027344,29.547176361083984,549.52001953125,19.263919830322266,36.555938720703125,32.21553039550781,41.158905029296875,0.0147,0.0002,-0.0003,0.00014,1288.7973224731445
2007-12-06,140.6923828125,46.60960006713867,79.37000274658203,46.38092041015625,115.17286682128906,100.74254608154297,55.67428207397461,29.650850296020508,568.1599731445312,19.801502227783203,37.459102630615234,32.6526985168457,41.61091232299805,0.0155,0.0083,0.0036,0.00014,1314.0050401519775
